name_clean,geometry
,"LINESTRING (30.697912 36.9108285, 30.6988911 36.9085627, 30.6994892 36.9072738, 30.7006265 36.9042668, 30.7012595 36.9017359, 30.7013909 36.9014764)"
,"LINESTRING (30.7152932 36.9131568, 30.7153739 36.9125416, 30.7154383 36.9115165, 30.7155429 36.9103069, 30.7156985 36.9092024, 30.7158514 36.9082609, 30.7160337 36.906914, 30.7162295 36.90561, 30.7162698 36.9044797)"
,"LINESTRING (30.7062727 36.9040468, 30.7060206 36.90484, 30.705671 36.9058023, 30.7051628 36.9071059, 30.7047807 36.9081104, 30.7045308 36.9087303, 30.7042764 36.909404, 30.7041756 36.9098218, 30.7042247 36.9109654, 30.7043485 36.9112369, 30.7043682 36.911382, 30.7041685 36.9123132)"
,"LINESTRING (30.7062727 36.9040468, 30.7046143 36.9038388, 30.7027958 36.9035793, 30.7025544 36.9035, 30.7023612 36.9033605, 30.7021601 36.9031396, 30.702093 36.9030377, 30.7013909 36.9014764)"
,"LINESTRING (30.7013909 36.9014764, 30.7013292 36.9011847, 30.7006104 36.8998291, 30.7004441 36.8996039, 30.7000981 36.8992542, 30.6995509 36.8987673, 30.6989957 36.8982654, 30.6976573 36.8970578)"
,"LINESTRING (30.6938054 36.8992441, 30.6940124 36.8993757, 30.6941929 36.8995243, 30.6944849 36.8998497, 30.6952228 36.9006733, 30.6954374 36.9009599, 30.6954251 36.9010264, 30.6953481 36.9011521, 30.6950308 36.9013985, 30.6936967 36.9023027, 30.6934255 36.9026476, 30.6932407 36.9028965, 30.6928555 36.903436, 30.6920914 36.9045669, 30.6914074 36.9055055, 30.6907296 36.9064836, 30.6904153 36.9069468, 30.6894157 36.9083357)"
,"LINESTRING (30.6938054 36.8992441, 30.6937167 36.899279, 30.6936336 36.8992994, 30.693525 36.8993123, 30.6932313 36.8993316, 30.6924448 36.8993759, 30.6918856 36.8993802, 30.6917916 36.8993809, 30.6916268 36.8993981, 30.6915004 36.8994351, 30.6913264 36.8995176, 30.690912 36.8997394, 30.6899815 36.9002605, 30.689178 36.9007146)"
,"LINESTRING (30.689178 36.9007146, 30.6880404 36.9013569, 30.686788 36.9020702, 30.6856896 36.9026972, 30.6850687 36.9030963, 30.6849486 36.9031838, 30.6847283 36.9033636, 30.6843509 36.9036889, 30.6840766 36.9039981, 30.6837069 36.9044452, 30.6831523 36.905092, 30.6827256 36.9056303, 30.6826147 36.9058027, 30.6823944 36.9061452, 30.68228 36.9062817)"
,"LINESTRING (30.689178 36.9007146, 30.6891209 36.9006065, 30.6891807 36.9004184, 30.6893093 36.9001237, 30.689446 36.8998037, 30.6898152 36.8991959, 30.6901505 36.8986322)"
,"LINESTRING (30.6803526 36.8968014, 30.6804089 36.8976444, 30.6804411 36.8982042, 30.6804947 36.8991115, 30.6805671 36.9001153, 30.6806369 36.9011084, 30.6806932 36.9023053, 30.6807576 36.9033627, 30.6805832 36.9036973)"
,"LINESTRING (30.6859342 36.8970952, 30.6866862 36.8956868, 30.6870693 36.8950963, 30.6875715 36.8942561, 30.6881785 36.8931941)"
,"LINESTRING (30.6859342 36.8970952, 30.685379 36.8969472, 30.6846092 36.8969022, 30.6835471 36.8969194, 30.6822677 36.8969236, 30.6811814 36.8968657, 30.6803526 36.8968014)"
,"LINESTRING (30.6901505 36.8986322, 30.6886138 36.8981012, 30.6859342 36.8970952)"
,"LINESTRING (30.6881785 36.8931941, 30.6896235 36.8936943, 30.6925474 36.8947144)"
,"LINESTRING (30.6881785 36.8931941, 30.6884923 36.8926731, 30.688849 36.8919952, 30.688892 36.891903, 30.6889157 36.891784, 30.6889656 36.8913384)"
,"LINESTRING (30.6925474 36.8947144, 30.6914058 36.8966219, 30.6910196 36.8972707, 30.6901505 36.8986322)"
,"LINESTRING (30.6943937 36.8916292, 30.6941355 36.8920745, 30.6937525 36.8927113, 30.6931874 36.8936394, 30.6926317 36.8945825, 30.6925474 36.8947144)"
,"LINESTRING (30.6943937 36.8916292, 30.6951107 36.8920608, 30.6956713 36.8924233, 30.6962989 36.8928652, 30.696425 36.8929446, 30.6965135 36.892951, 30.6970338 36.8928159, 30.6972162 36.8928094, 30.6973959 36.892818, 30.6983562 36.8930819, 30.6992976 36.8933693, 30.7001372 36.8936761, 30.7011752 36.893985)"
,"LINESTRING (30.6976573 36.8970578, 30.6974159 36.8972551, 30.6973005 36.8973409, 30.6956376 36.8982633, 30.6938861 36.8992028, 30.6938054 36.8992441)"
,"LINESTRING (30.7011752 36.893985, 30.6999789 36.8950275, 30.699075 36.8957825, 30.697758 36.8969624, 30.6976573 36.8970578)"
,"LINESTRING (30.7011752 36.893985, 30.7012829 36.8939461, 30.7018717 36.8941531, 30.7023867 36.8943172, 30.703046 36.8946006, 30.7040502 36.8949063, 30.7055958 36.8952781, 30.7062152 36.8954521, 30.7070417 36.8956985, 30.7071948 36.8957269)"
,"LINESTRING (30.7162698 36.9044797, 30.7121097 36.9047435, 30.7110314 36.9046277, 30.7095133 36.9044411, 30.7062727 36.9040468)"
,"LINESTRING (30.7162698 36.9044797, 30.7162738 36.9039912, 30.7162711 36.9035537, 30.7162596 36.9025327, 30.7162382 36.9019922, 30.7162113 36.9016533, 30.7161309 36.9013573, 30.7158111 36.9002239, 30.7155891 36.8996929, 30.7151545 36.8987148, 30.7149748 36.8983737, 30.7147844 36.8980992, 30.7142721 36.897608, 30.7136364 36.8970674, 30.713327 36.8968859)"
,"LINESTRING (30.7071948 36.8957269, 30.7071743 36.8957748, 30.7073099 36.8966024, 30.707393 36.8974204, 30.707544 36.898268, 30.7076673 36.8990072, 30.7060066 36.8996207, 30.7061545 36.9004116, 30.706176 36.9011532, 30.7062346 36.9019589, 30.7062654 36.9034174, 30.7062727 36.9040468)"
,"LINESTRING (30.713327 36.8968859, 30.7132341 36.8968315, 30.712872 36.8966835, 30.712298 36.8965248, 30.7115309 36.8963296, 30.7103212 36.8959821, 30.7095246 36.8958534, 30.7082774 36.895656, 30.7079126 36.8955638, 30.7076202 36.8954759, 30.7073918 36.8953565)"
,"LINESTRING (30.713327 36.8968859, 30.7136522 36.8965738, 30.7138063 36.8963742, 30.7141883 36.8958715, 30.7146289 36.8952802, 30.7148507 36.8949475, 30.7149247 36.8948132, 30.715193 36.894215, 30.7156758 36.8931124, 30.7159118 36.892589, 30.7159923 36.8923873, 30.716164 36.8921642, 30.7165288 36.8917395, 30.7175963 36.8906498)"
,"LINESTRING (30.7278487 36.9032849, 30.7269839 36.9034606, 30.7235507 36.9042606, 30.7232208 36.9042842, 30.7211796 36.9043228, 30.7198197 36.9043764, 30.7174015 36.9044467, 30.7162698 36.9044797)"
,"LINESTRING (30.7278487 36.9032849, 30.7282699 36.9034535, 30.7286211 36.9036383, 30.7289693 36.903764, 30.7296748 36.9039783, 30.7303711 36.9041875)"
,"LINESTRING (30.7303711 36.9041875, 30.7315786 36.9045467, 30.7327239 36.9048813, 30.73333 36.9050958, 30.7335446 36.9052266, 30.7339523 36.905544, 30.7344646 36.9059301, 30.7349662 36.9063505, 30.7360525 36.9072384, 30.7362007 36.9073855)"
,"LINESTRING (30.7362007 36.9073855, 30.7365246 36.9076652, 30.7371602 36.90824, 30.7375223 36.9085767, 30.7376699 36.9087568, 30.7378254 36.9091086, 30.7380722 36.9096168, 30.7384316 36.9103675, 30.7386273 36.9107327)"
,"LINESTRING (30.7362007 36.9073855, 30.7365689 36.9070258, 30.7367781 36.9068264, 30.7368451 36.9066826, 30.7368478 36.9065304, 30.7368203 36.9063342, 30.7367858 36.9059676, 30.7367326 36.9056292, 30.7366645 36.9054061, 30.7366626 36.9051434, 30.7367479 36.9047552, 30.736784 36.9045062, 30.7367946 36.904422, 30.7364256 36.903858, 30.7363596 36.903677, 30.7364349 36.9035767, 30.73657 36.9033638, 30.736885 36.9029477, 30.7369747 36.9027619, 30.7370069 36.9025304, 30.7370602 36.9023201, 30.7371413 36.9021246, 30.7372181 36.90191, 30.737466 36.901159, 30.7371057 36.9011414, 30.7366641 36.9012539, 30.736429 36.9012439, 30.7360192 36.9011774, 30.7355024 36.9010842, 30.734917 36.9010664, 30.7341202 36.9009872, 30.7335946 36.9009125, 30.7327859 36.9007806, 30.7318834 36.900707, 30.730988 36.9007495, 30.7297104 36.900758, 30.7292397 36.9007523, 30.7290592 36.9006787, 30.7286911 36.9005032, 30.7284115 36.9003391, 30.7278381 36.8998636, 30.7276506 36.8996542, 30.7275692 36.8994928, 30.7276152 36.8992692, 30.7277037 36.8989041, 30.7279974 36.8985419, 30.7286805 36.898222, 30.7291512 36.8980126, 30.7294414 36.8977579, 30.7299298 36.8972512)"
,"LINESTRING (30.7224924 36.8970245, 30.7225047 36.8972867, 30.72273 36.8982476, 30.7227676 36.8988782, 30.7228105 36.899067, 30.7229339 36.8991957, 30.7234918 36.8995346, 30.7243984 36.9000151, 30.7248114 36.9002853, 30.7253425 36.9007229, 30.7262705 36.9019455, 30.7266997 36.9022886, 30.7277253 36.9030704, 30.7278487 36.9032849)"
,"LINESTRING (30.7299298 36.8972512, 30.7298565 36.8971885, 30.7298639 36.8971221, 30.7297969 36.8970129, 30.7293086 36.8965832, 30.7292103 36.8965311, 30.7290822 36.89655, 30.728731 36.8966684, 30.7284547 36.8967027, 30.726773 36.8967542, 30.7260541 36.8968035, 30.7259366 36.8968233, 30.7249786 36.897121, 30.724716 36.8971929, 30.7244781 36.8972154, 30.7240984 36.8972085, 30.7235534 36.8971633, 30.7229929 36.8971034, 30.7224924 36.8970245)"
,"LINESTRING (30.7336739 36.8940314, 30.733771 36.8939845, 30.7340057 36.8938247, 30.7344939 36.893179, 30.7355507 36.8931189, 30.7359637 36.8926406, 30.7362212 36.8923703, 30.7365592 36.8920013, 30.7365699 36.8917482, 30.7366799 36.891598, 30.7373585 36.8910467, 30.7375085 36.890909, 30.737607 36.8906883, 30.7377643 36.8904049, 30.7377794 36.8903733, 30.7379084 36.8902413, 30.7380642 36.8901907, 30.738544 36.8891375, 30.7387901 36.8884828)"
,"LINESTRING (30.7175963 36.8906498, 30.7180952 36.8910659, 30.7188194 36.8915336, 30.7192753 36.8917953, 30.7197903 36.8920613, 30.7201605 36.8922543, 30.7210134 36.8924946, 30.7211207 36.8925718, 30.721169 36.8927005, 30.7213299 36.8935757, 30.7214137 36.8940445, 30.7214479 36.8949443, 30.7217966 36.8951116, 30.7221238 36.895369, 30.7222794 36.8956093, 30.7224725 36.8966003, 30.7224924 36.8970245)"
,"LINESTRING (30.7387901 36.8884828, 30.7370807 36.8880723, 30.7354293 36.8876786, 30.7335039 36.8872402, 30.7319317 36.886938, 30.7307093 36.8867059, 30.7291753 36.8864167, 30.7291246 36.8864121, 30.728972 36.8863994)"
,"LINESTRING (30.7387901 36.8884828, 30.7388707 36.8882436, 30.7389297 36.8879669, 30.738978 36.8877234, 30.7390089 36.8875421, 30.7391205 36.887006, 30.7393082 36.8862316, 30.7393967 36.8858712, 30.7395067 36.8855086, 30.7395872 36.8852083, 30.7396837 36.8850152, 30.7396945 36.8846398, 30.7396507 36.8841496, 30.7396419 36.8836035, 30.739673 36.8830586, 30.7396842 36.8823923, 30.7396961 36.8819738, 30.7396961 36.8818383, 30.73968 36.8817002, 30.7396349 36.8815672, 30.7394804 36.8813285, 30.7391231 36.8809153, 30.7386135 36.8804219, 30.7377203 36.8795251, 30.7368113 36.8786208)"
,"LINESTRING (30.728972 36.8863994, 30.7288901 36.8864089, 30.7287819 36.8864225, 30.7285113 36.8864648, 30.7277611 36.8866816, 30.7262782 36.8871065, 30.7259424 36.8872006, 30.725527 36.8873307, 30.7244883 36.887676, 30.7227788 36.8882323, 30.7221276 36.8884502, 30.7212696 36.8887982, 30.7211576 36.8888336, 30.721128 36.8888443, 30.7210619 36.8888603, 30.7209763 36.8888551, 30.7207557 36.8888216, 30.7204517 36.8887762, 30.7202271 36.8887375, 30.7199952 36.8887333, 30.7193582 36.8887517, 30.7181388 36.8887735, 30.7179035 36.8887757)"
,"LINESTRING (30.7282074 36.8755328, 30.7274223 36.8761452, 30.726234 36.8770413, 30.725461 36.8775864, 30.7252448 36.8777491, 30.7250407 36.8779806, 30.7249375 36.8781725, 30.7246057 36.8790115, 30.7243618 36.8796007, 30.7242586 36.8797373, 30.7239691 36.8799279, 30.722825 36.8807233, 30.722725 36.8807916, 30.7226817 36.8808524, 30.7228578 36.8815786, 30.7230026 36.8822785, 30.7230992 36.8827276, 30.7221443 36.8832554, 30.7215811 36.8834742, 30.7215382 36.8835618)"
,"LINESTRING (30.7282074 36.8755328, 30.7277766 36.875133, 30.7276779 36.8750141, 30.727401 36.8749753, 30.726509 36.8749174, 30.725533 36.8747885, 30.7244776 36.874583, 30.7239849 36.8745812, 30.7234805 36.8745868, 30.7228968 36.8746596, 30.7221449 36.8748838, 30.7220235 36.8748968, 30.7211502 36.8748277, 30.7200107 36.8744859, 30.7197142 36.874385, 30.7191001 36.8740619, 30.718793 36.8737782, 30.7186313 36.8736736, 30.7188786 36.8739609)"
,"LINESTRING (30.7215382 36.8835618, 30.7216937 36.8836416, 30.7225574 36.8838475, 30.7233835 36.8839763, 30.7234479 36.8841136, 30.7235927 36.8843581, 30.7240541 36.8846542, 30.7243974 36.8848773, 30.7250894 36.8855381, 30.7253093 36.8856453, 30.7266558 36.8860186, 30.7276965 36.8861817, 30.7285173 36.8862761, 30.7287477 36.8863001, 30.728972 36.8863994)"
,"LINESTRING (30.7303969 36.873767, 30.7301937 36.8739701, 30.7299316 36.8742262, 30.7294329 36.8746218, 30.7289411 36.8749618, 30.7286053 36.8752281, 30.7282074 36.8755328)"
,"LINESTRING (30.7303969 36.873767, 30.730487 36.8736865, 30.7305461 36.8736314, 30.7308718 36.873307, 30.7316883 36.8725289, 30.7319576 36.8722812, 30.7323858 36.8718718, 30.7334172 36.870694, 30.7337139 36.8704774, 30.7345551 36.8699504, 30.7346005 36.8699084, 30.7357378 36.868855, 30.7363624 36.8682766)"
,"LINESTRING (30.7188786 36.8739609, 30.7182641 36.874146, 30.7180843 36.8745718, 30.7179676 36.8749174)"
,"LINESTRING (30.7179676 36.8749174, 30.7179598 36.8749731, 30.7179232 36.8751546, 30.7176827 36.8758607, 30.717629 36.8760736, 30.7175986 36.8768693, 30.7175823 36.8776986, 30.7175683 36.8782944, 30.7176057 36.8791984, 30.7176664 36.8799549, 30.7177854 36.8804536, 30.7180493 36.8813949, 30.7182898 36.8822204, 30.7184042 36.882932, 30.7186471 36.8841553, 30.7186774 36.8843309)"
,"LINESTRING (30.7179676 36.8749174, 30.7177742 36.8749683, 30.7172448 36.8751085, 30.7169803 36.8751786, 30.7163688 36.8753932, 30.7160362 36.8756463, 30.7157362 36.8760004, 30.7144985 36.8757416, 30.7139162 36.8767299, 30.7131624 36.8779699, 30.7128828 36.8782134)"
,"LINESTRING (30.7028582 36.8829202, 30.7031806 36.8830992, 30.703424 36.8833801, 30.7035503 36.8834294, 30.7040885 36.8836158, 30.7047821 36.8838352, 30.7055207 36.8841244, 30.7056347 36.8840973)"
,"LINESTRING (30.7058254 36.883954, 30.7060999 36.8837769, 30.7064485 36.8835262, 30.7065211 36.883474, 30.7066823 36.883358, 30.7068949 36.8831658, 30.7070129 36.8830818, 30.707394 36.8829686, 30.7076684 36.8829957, 30.7077617 36.8831239, 30.7079362 36.8834196, 30.7080256 36.8836167, 30.7079732 36.8836562, 30.7080309 36.8838017, 30.7079992 36.8839082, 30.7080664 36.8838475, 30.7083152 36.883752, 30.7083283 36.8837158, 30.7082002 36.8836333, 30.7082533 36.8835326, 30.7081884 36.8833936, 30.7085134 36.8832565, 30.7089724 36.8831535, 30.7092021 36.8833125)"
,"LINESTRING (30.7058254 36.883954, 30.7058764 36.8840242, 30.7059498 36.884108, 30.7061295 36.8843718, 30.7061434 36.8844846, 30.7061805 36.8846593, 30.7062609 36.8848267, 30.7063521 36.8849811, 30.7064004 36.8851184, 30.7064411 36.8852408, 30.7064997 36.885378, 30.7065694 36.8856226, 30.7067732 36.8859294, 30.7067652 36.8860066, 30.7067786 36.8860473, 30.7069744 36.8861589, 30.7073301 36.8862626, 30.7076101 36.8863391, 30.7080539 36.8865363)"
,"LINESTRING (30.7092021 36.8833125, 30.7091757 36.883065, 30.7091111 36.8828813, 30.7089766 36.8827053, 30.708657 36.8823645, 30.708295 36.8819827, 30.7081303 36.8818016, 30.7079396 36.8816195, 30.7076158 36.8812312, 30.7065467 36.8805189, 30.7038477 36.8806274, 30.7035355 36.8805078)"
,"LINESTRING (30.7056347 36.8840973, 30.7058254 36.883954)"
,"LINESTRING (30.7056347 36.8840973, 30.7057155 36.8842063, 30.7054376 36.8846396, 30.7050897 36.885071, 30.7052695 36.8851737, 30.705454 36.8857919, 30.7056127 36.8863503, 30.7057645 36.8868172, 30.7058229 36.8869965, 30.7058362 36.8870474)"
,"LINESTRING (30.7080539 36.8865363, 30.7084625 36.8859348, 30.7086141 36.885701, 30.7088124 36.8854241, 30.7089784 36.8851922)"
,"LINESTRING (30.7058362 36.8870474, 30.7060735 36.8870378, 30.7063444 36.8870805, 30.7068838 36.8871895, 30.7074207 36.8873066, 30.7074988 36.8873259)"
,"LINESTRING (30.7058362 36.8870474, 30.7051461 36.8872242, 30.7046097 36.8872264, 30.7043603 36.8872071, 30.7040008 36.8871363, 30.7036495 36.8870462, 30.7026463 36.8867694, 30.7018792 36.8865506, 30.7017351 36.8865091)"
,"LINESTRING (30.7017351 36.8865091, 30.7011256 36.8863335, 30.7011863 36.8861785, 30.7012283 36.8860589, 30.7012377 36.8860104, 30.701198 36.8859469, 30.7010836 36.8858703, 30.7004438 36.885663, 30.7003504 36.8855864, 30.7001916 36.8853698, 30.6996826 36.8852764, 30.6995798 36.8852353, 30.6995221 36.8850845)"
,"LINESTRING (30.7017351 36.8865091, 30.7012686 36.8871241, 30.7011588 36.8872959, 30.701941 36.8876787, 30.7021418 36.8877665, 30.7022352 36.8879327, 30.7022633 36.888084, 30.7021232 36.8885621, 30.7020718 36.8887022, 30.7025224 36.8886443, 30.7025318 36.8887096, 30.702331 36.8889375, 30.7019153 36.8890831, 30.7021815 36.8894641, 30.7017916 36.8896004, 30.7015791 36.8898096, 30.7014133 36.8899478, 30.7012265 36.8900543, 30.7011425 36.8901047, 30.7010864 36.8902279, 30.7009744 36.8905537)"
,"LINESTRING (30.7009744 36.8905537, 30.7015371 36.8907322, 30.7025131 36.8910571, 30.7034238 36.891354)"
,"LINESTRING (30.7009744 36.8905537, 30.6994041 36.8900389, 30.69836 36.8898067, 30.697408 36.8896256, 30.6958684 36.889351, 30.6957495 36.8893289)"
,"LINESTRING (30.6957495 36.8893289, 30.695027 36.890537, 30.6948603 36.8907753, 30.69474 36.8909867, 30.6946564 36.8911104, 30.6945926 36.8912193, 30.6943937 36.8916292)"
,"LINESTRING (30.6957495 36.8893289, 30.6962507 36.8884962, 30.6969691 36.8873101, 30.697815 36.8859117, 30.6983355 36.8847014)"
,"LINESTRING (30.7074988 36.8873259, 30.7077976 36.8869048, 30.7080539 36.8865363)"
,"LINESTRING (30.7034238 36.891354, 30.703317 36.8916355, 30.7031368 36.8920842, 30.7025554 36.8928125, 30.7022938 36.893031, 30.7011752 36.893985)"
,"LINESTRING (30.7034238 36.891354, 30.7037627 36.8904307, 30.704197 36.889777, 30.7045613 36.8893139, 30.705047 36.888763)"
,"LINESTRING (30.7073918 36.8953565, 30.7072144 36.8955563, 30.7071948 36.8957269)"
,"LINESTRING (30.7073918 36.8953565, 30.7067785 36.8950033, 30.7055661 36.8942654, 30.7051155 36.8940595, 30.7050726 36.8938235, 30.7052872 36.8935061, 30.7054198 36.8933133, 30.7056711 36.8931152, 30.7060746 36.8929736, 30.7066125 36.8929397, 30.708053 36.8924359)"
,"LINESTRING (30.705047 36.888763, 30.7053132 36.8884137, 30.705528 36.8876219, 30.705595 36.8872667, 30.7056027 36.887226, 30.7058362 36.8870474)"
,"LINESTRING (30.708053 36.8924359, 30.7077238 36.8918414, 30.7075115 36.8915414, 30.7074796 36.8913829, 30.7074513 36.8908819, 30.7073735 36.8907913, 30.7072071 36.8906752, 30.7071186 36.8906554, 30.7059188 36.8907828, 30.7055845 36.8906836, 30.7057715 36.8903926, 30.7064301 36.889223, 30.7055712 36.8889781, 30.705047 36.888763)"
,"LINESTRING (30.708053 36.8924359, 30.7101327 36.8917149, 30.7104092 36.891575, 30.7105271 36.8914157, 30.7105962 36.890333, 30.7107425 36.8895981, 30.7112589 36.8889576, 30.7113598 36.8888724)"
,"LINESTRING (30.7113598 36.8888724, 30.7110759 36.8888698, 30.7109092 36.8888324, 30.7106429 36.8887235, 30.7095107 36.8882276, 30.7081435 36.8876408, 30.7074988 36.8873259)"
,"LINESTRING (30.7179035 36.8887757, 30.7179744 36.8900074, 30.7179837 36.8902689, 30.7175963 36.8906498)"
,"LINESTRING (30.7113598 36.8888724, 30.7116122 36.8885865, 30.7119058 36.8882623, 30.712137 36.8879187, 30.7127668 36.886895, 30.7131652 36.8861764, 30.7133003 36.8858064)"
,"LINESTRING (30.7128828 36.8782134, 30.7127608 36.8782552, 30.7121785 36.8785333, 30.7117485 36.879138, 30.7113973 36.8796728, 30.710778 36.8802741)"
,"LINESTRING (30.710778 36.8802741, 30.7093546 36.8798724, 30.7091789 36.8798182, 30.7088616 36.8797763, 30.7072379 36.878926, 30.705608 36.8780955, 30.7053647 36.8777534)"
,"LINESTRING (30.710778 36.8802741, 30.7106978 36.8804063, 30.7105098 36.8809978, 30.7101894 36.8817938, 30.7101432 36.8818973, 30.7101309 36.8821068, 30.7101524 36.8822226, 30.7101925 36.8823804, 30.7102495 36.8824851, 30.7104328 36.8827303, 30.7106524 36.8829958, 30.7108188 36.8833408, 30.7110683 36.8840087, 30.7111115 36.8843094, 30.7111145 36.8844572, 30.7109636 36.8849624, 30.7107993 36.8855595, 30.7102293 36.885557, 30.7089784 36.8851922)"
,"LINESTRING (30.7089784 36.8851922, 30.7090434 36.8850765, 30.7091093 36.8849629, 30.709176 36.8848313, 30.7092171 36.8846047, 30.7092352 36.8842615, 30.7092082 36.8834619, 30.7092021 36.8833125)"
,"LINESTRING (30.7133003 36.8858064, 30.7133563 36.8856529, 30.7135517 36.8850424, 30.7136368 36.8847034, 30.7137588 36.883988, 30.7137913 36.8833116, 30.7139092 36.8812792, 30.7139894 36.8802727, 30.7140515 36.8790612, 30.7140696 36.878708, 30.714075 36.8784763, 30.7133937 36.8784849, 30.7132596 36.878472, 30.7130343 36.8783132, 30.7128828 36.8782134)"
,"LINESTRING (30.7133003 36.8858064, 30.713568 36.8859181, 30.7139379 36.8861002, 30.7142062 36.8862303, 30.714316 36.8862531, 30.7145152 36.8862693, 30.7148201 36.8862596, 30.7152511 36.8861685, 30.7156454 36.8860515, 30.7157836 36.8859702, 30.7166699 36.8852093, 30.7175033 36.8845817, 30.7178977 36.8843801, 30.7186774 36.8843309)"
,"LINESTRING (30.7186774 36.8843309, 30.7198589 36.8840153, 30.7214981 36.8835764, 30.7215382 36.8835618)"
,"LINESTRING (30.6903344 36.8884013, 30.6907409 36.8884542, 30.6920743 36.8887046, 30.693168 36.8889029, 30.6945421 36.8891403, 30.6957495 36.8893289)"
,"LINESTRING (30.6903344 36.8884013, 30.6904513 36.887765, 30.6905747 36.8868447, 30.6912319 36.8868897, 30.6912962 36.8862462, 30.6913928 36.8852486, 30.6915622 36.8837283)"
,"LINESTRING (30.6893424 36.8882721, 30.6903344 36.8884013)"
,"LINESTRING (30.6893424 36.8882721, 30.6878138 36.8880378, 30.6857248 36.8876805, 30.6842182 36.8874193, 30.681587 36.8869856, 30.6801389 36.8866899, 30.6778103 36.886211)"
,"LINESTRING (30.6778103 36.886211, 30.6778995 36.8860039, 30.6780382 36.8857265, 30.6780848 36.8856431, 30.678131 36.8855597, 30.6781895 36.8854876, 30.6782387 36.8854413, 30.6783395 36.8853675, 30.678355 36.885231, 30.6785172 36.88382)"
,"LINESTRING (30.6778103 36.886211, 30.677707 36.8864865, 30.6775728 36.8868392, 30.6774475 36.8871659, 30.6773935 36.8873056, 30.677079 36.8883187, 30.6766116 36.8897011, 30.6763242 36.8903989, 30.6761481 36.8908847, 30.6756097 36.8923906)"
,"LINESTRING (30.6889656 36.8913384, 30.6890502 36.8905838, 30.689082 36.8899016, 30.6891493 36.8895322, 30.6893424 36.8882721)"
,"LINESTRING (30.6800722 36.8922619, 30.6799783 36.8915818, 30.681086 36.8917063, 30.6815581 36.891717, 30.6821938 36.8917256, 30.6825371 36.8917341, 30.6825362 36.8916597, 30.6825505 36.8914767, 30.6841384 36.8915282, 30.6852247 36.8915969, 30.6856216 36.8915711, 30.6860267 36.8914381, 30.6865175 36.8912965, 30.6870486 36.8911721, 30.6874348 36.8911592, 30.6883843 36.8912408, 30.6888349 36.8913137, 30.6889656 36.8913384)"
,"LINESTRING (30.6800722 36.8922619, 30.6801418 36.892911, 30.6801783 36.8937384, 30.6801793 36.8937604, 30.6802866 36.8949424, 30.6803526 36.8968014)"
,"LINESTRING (30.6756097 36.8923906, 30.6760971 36.892397, 30.6783797 36.8923241, 30.6800722 36.8922619)"
,"LINESTRING (30.6756097 36.8923906, 30.6754225 36.8929419, 30.6752614 36.8933651, 30.6748349 36.8943614, 30.6741234 36.8953624, 30.6732661 36.8965959)"
,"LINESTRING (30.6805832 36.9036973, 30.6800924 36.9043171, 30.6794299 36.9052244, 30.6792672 36.9054442)"
,"LINESTRING (30.6732661 36.8965959, 30.6732854 36.8972843, 30.6733655 36.8983266, 30.6737291 36.8984917, 30.67498 36.8991298, 30.6755407 36.8993959, 30.6760737 36.8998887, 30.6768871 36.9007658, 30.6776112 36.9015074, 30.6785386 36.9024388, 30.6793243 36.903237, 30.6794136 36.9033035, 30.679694 36.9033996, 30.6805832 36.9036973)"
,"LINESTRING (30.6732661 36.8965959, 30.6715334 36.8968332, 30.6699886 36.8970381, 30.6687689 36.8973924, 30.6683061 36.8973934, 30.6675654 36.8974471, 30.6658411 36.8976162, 30.6655117 36.8976275)"
,"LINESTRING (30.7363624 36.8682766, 30.7355172 36.8678918, 30.7340928 36.8673426, 30.7326871 36.8668008, 30.7314963 36.8663824, 30.7306837 36.8660574, 30.729208 36.8658369, 30.7284515 36.8657061, 30.7280545 36.8656688, 30.7274661 36.8657248, 30.7271065 36.8657099, 30.7269804 36.8655455, 30.7267562 36.8654932, 30.7264857 36.8654944, 30.7252595 36.865805, 30.7247881 36.8659331, 30.7243948 36.8656038)"
,"LINESTRING (30.7363624 36.8682766, 30.7368407 36.8679119, 30.7373503 36.8675578, 30.7383442 36.8667964, 30.7387913 36.8664682, 30.7392535 36.8660865, 30.7398984 36.8656394, 30.7400728 36.8655149, 30.741084 36.8649377, 30.7424036 36.8641888, 30.7428898 36.863884, 30.7429735 36.8638158, 30.7430379 36.8637392, 30.7431003 36.8636593, 30.7431781 36.8635085, 30.7434365 36.8629158, 30.7435781 36.8626553, 30.7437692 36.8624118, 30.7442576 36.8619587, 30.7450575 36.8612055, 30.7457405 36.8605712, 30.7458042 36.8604664, 30.7458715 36.8603362, 30.7459056 36.8602449, 30.7459136 36.8601268)"
,"LINESTRING (30.7459136 36.8601268, 30.7459033 36.8600105, 30.7458219 36.8593196, 30.7457618 36.8583002, 30.7457659 36.8581272, 30.7458221 36.8576292, 30.7458816 36.857287, 30.7459286 36.8571432, 30.7459997 36.8570284, 30.7463164 36.8566932, 30.7463602 36.8566427, 30.7469436 36.8560897, 30.7477701 36.8551906, 30.7475421 36.8549318, 30.7474216 36.8547964, 30.7468242 36.8541256, 30.7470009 36.8537944, 30.7472937 36.8533691, 30.7473584 36.8532804, 30.7476161 36.8529545, 30.7476546 36.8528867, 30.7477151 36.8527726, 30.747828 36.8523, 30.7480448 36.8516785, 30.7480851 36.8515283, 30.7484356 36.8505976)"
