name_clean,geometry
karaman mahallisi,"POLYGON ((28.9910309 40.2118125, 28.9909702 40.2122442, 28.9908537 40.2122428, 28.9907989 40.2122661, 28.9907676 40.2123086, 28.990761 40.2123606, 28.9908792 40.2125887, 28.9908136 40.2126105, 28.9907471 40.2127001, 28.9901033 40.214396, 28.9896796 40.2146208, 28.9896803 40.2148319, 28.9899964 40.2150751, 28.9911381 40.2162351, 28.9913739 40.2164773, 28.9916178 40.2168312, 28.9921871 40.2177335, 28.9924393 40.2181923, 28.9924875 40.2183397, 28.992686 40.2188681, 28.9930029 40.2197726, 28.9934505 40.2196122, 28.9940942 40.2194033, 28.9949418 40.2192723, 28.9951725 40.2192804, 28.9953388 40.2192313, 28.9988987 40.2185975, 28.9991285 40.2183902, 28.999671 40.2178799, 29.0003748 40.217229, 29.0009648 40.2166412, 29.0015169 40.2160634, 29.0019556 40.2156584, 29.0025649 40.2151168, 29.0030409 40.2146634, 29.0035512 40.2143145, 29.0042136 40.2139315, 29.0047245 40.2137309, 29.0057038 40.2134746, 29.0064194 40.2133314, 29.006373 40.2131686, 29.0053827 40.2133904, 29.0051486 40.2134167, 29.0049571 40.2134383, 29.0045373 40.2134444, 29.0044539 40.2134456, 29.0040028 40.2133949, 29.0039527 40.2133817, 29.0037313 40.2133236, 29.0036843 40.2133113, 29.0034791 40.2132574, 29.002892 40.2130238, 29.0023728 40.2128492, 29.0018403 40.2127229, 29.0011218 40.2126156, 28.9984367 40.2124539, 28.9974502 40.2122548, 28.9963093 40.2121769, 28.9960912 40.2121517, 28.9937411 40.2119766, 28.9928437 40.2118334, 28.9921779 40.2118798, 28.9910309 40.2118125))"
odunluk mahallesi,"POLYGON ((28.9783144 40.1881933, 28.978953 40.1886409, 28.984017 40.1912308, 28.9848002 40.1915095, 28.986785 40.1929519, 28.9879866 40.1939763, 28.9893063 40.195517, 28.9903041 40.1971315, 28.9908727 40.1984017, 28.991377 40.2001963, 28.9921453 40.2058219, 28.9923104 40.2070303, 28.9928361 40.2112418, 28.9928437 40.2118334, 28.9937411 40.2119766, 28.9960912 40.2121517, 28.9963093 40.2121769, 28.9974502 40.2122548, 28.9984367 40.2124539, 29.0011218 40.2126156, 29.0018403 40.2127229, 29.0023728 40.2128492, 29.002892 40.2130238, 29.0034791 40.2132574, 29.0036843 40.2133113, 29.0037313 40.2133236, 29.0039527 40.2133817, 29.0040028 40.2133949, 29.0044539 40.2134456, 29.0045373 40.2134444, 29.0049571 40.2134383, 29.0051486 40.2134167, 29.0053827 40.2133904, 29.006373 40.2131686, 29.0072871 40.2131012, 29.0075636 40.2131085, 29.0089161 40.2131441, 29.0096522 40.2131635, 29.0079359 40.2114589, 29.0070514 40.2105479, 29.0063091 40.2098589, 29.0051997 40.2089818, 29.0042698 40.20845, 29.0013571 40.2069542, 28.9997256 40.205558, 28.9995139 40.2053023, 28.9994117 40.2050307, 28.9971605 40.1989078, 28.9967534 40.1977073, 28.996628 40.19738, 28.9964641 40.1963555, 28.9961811 40.194908, 28.9961798 40.1946151, 28.9965191 40.1942428, 28.9970478 40.1938614, 28.997612 40.1935281, 28.9982919 40.1930884, 28.9985333 40.1926056, 28.9988105 40.1919308, 28.9990604 40.1912088, 28.9990222 40.1905516, 28.9987387 40.1897887, 28.9985711 40.188936, 28.9985596 40.1886034, 28.9985787 40.1880596, 28.9985601 40.1873161, 28.9988288 40.1863132, 28.9984835 40.1855682, 28.9976519 40.1848025, 28.9936231 40.1869668, 28.993276 40.1870474, 28.9926 40.1870966, 28.9918812 40.1870392, 28.991377 40.1869081, 28.9909478 40.1867933, 28.9903255 40.1868343, 28.9899822 40.1872113, 28.9877077 40.1884489, 28.9875038 40.188744, 28.9868172 40.1890882, 28.9854761 40.1889079, 28.9849289 40.1890882, 28.9846607 40.1889735, 28.9844247 40.1888751, 28.9840384 40.1888505, 28.9836415 40.1886702, 28.9831587 40.1883588, 28.9826222 40.1881621, 28.9818497 40.1880063, 28.9810451 40.1876785, 28.9800258 40.1873998, 28.9790602 40.1872933, 28.9779659 40.187031, 28.9776011 40.1868999, 28.9772256 40.1864982, 28.9769038 40.1858425, 28.9766892 40.1856704, 28.9769252 40.1864737, 28.9772685 40.1871539, 28.9779659 40.187949, 28.9783144 40.1881933))"
gümüştepe mahallesi,"POLYGON ((28.9530088 40.1727819, 28.9533575 40.1742616, 28.9530034 40.1743313, 28.9532233 40.1753273, 28.9532609 40.1764381, 28.953395 40.1769094, 28.9536686 40.1773562, 28.9542909 40.1770283, 28.9541675 40.177639, 28.9541299 40.1781472, 28.9541514 40.1788768, 28.954264 40.1790776, 28.9546664 40.1793932, 28.9552189 40.1797662, 28.9557232 40.1802457, 28.955986 40.1807006, 28.9563293 40.1811351, 28.956619 40.1815203, 28.9569463 40.1820848, 28.9570053 40.1824782, 28.9570858 40.1832446, 28.957236 40.1837651, 28.9575042 40.184175, 28.9577885 40.1845397, 28.9581426 40.1848962, 28.9583196 40.1852979, 28.9583679 40.1854905, 28.9582713 40.1855356, 28.9583196 40.1862855, 28.9583786 40.1867527, 28.9585771 40.1871994, 28.9589902 40.1879084, 28.9591833 40.1883264, 28.9591511 40.1886501, 28.9590438 40.1889083, 28.9587917 40.1891788, 28.9586522 40.1893878, 28.95862 40.1895804, 28.9587112 40.1898058, 28.958797 40.189982, 28.9587863 40.1900967, 28.9592316 40.1907278, 28.9594354 40.1910023, 28.9596285 40.1911253, 28.9599128 40.1911826, 28.960342 40.1914326, 28.9606317 40.1916416, 28.9608033 40.1917195, 28.9609857 40.1917604, 28.9612164 40.1918096, 28.961388 40.1918998, 28.9615061 40.1920227, 28.961667 40.1923055, 28.9618065 40.1926292, 28.9621391 40.1930185, 28.9626648 40.1935143, 28.9626004 40.193588, 28.9623376 40.1935676, 28.9618172 40.194301, 28.9600791 40.1957926, 28.9600148 40.1958868, 28.960004 40.1959811, 28.9600738 40.1959934, 28.9600469 40.1961409, 28.9610125 40.1966121, 28.9615973 40.1968129, 28.962064 40.196526, 28.963684 40.1974398, 28.9646013 40.1974931, 28.9675858 40.1963939, 28.969179 40.1960497, 28.9693919 40.1959804, 28.9709492 40.1957465, 28.9713248 40.1954515, 28.9719972 40.1949476, 28.9721011 40.1948697, 28.972462 40.1945992, 28.9730941 40.19436, 28.97361 40.1941648, 28.975112 40.1936403, 28.976378 40.1930502, 28.9769252 40.1927716, 28.9764853 40.1924929, 28.9761742 40.1920996, 28.9759596 40.1919602, 28.9764746 40.1908538, 28.97729 40.1904276, 28.9780088 40.1896408, 28.9779898 40.1895536, 28.9779766 40.1894933, 28.9783144 40.1881933, 28.9779659 40.187949, 28.9772685 40.1871539, 28.9769252 40.1864737, 28.9766892 40.1856704, 28.9769038 40.1858425, 28.9772256 40.1864982, 28.9776011 40.1868999, 28.9779659 40.187031, 28.9790602 40.1872933, 28.9800258 40.1873998, 28.9810451 40.1876785, 28.9818497 40.1880063, 28.9826222 40.1881621, 28.9831587 40.1883588, 28.9836415 40.1886702, 28.9840384 40.1888505, 28.9844247 40.1888751, 28.9846607 40.1889735, 28.9849289 40.1890882, 28.9854761 40.1889079, 28.9868172 40.1890882, 28.9875038 40.188744, 28.9877077 40.1884489, 28.9899822 40.1872113, 28.9903255 40.1868343, 28.9909478 40.1867933, 28.991377 40.1869081, 28.9918812 40.1870392, 28.9926 40.1870966, 28.993276 40.1870474, 28.9936231 40.1869668, 28.9976519 40.1848025, 28.9968574 40.184071, 28.9967654 40.1835109, 28.9964665 40.1832469, 28.9960671 40.1830548, 28.9949204 40.1830267, 28.9945811 40.1829718, 28.9941461 40.1827553, 28.9938055 40.1821686, 28.9935101 40.18198, 28.9926959 40.1822008, 28.9919362 40.1823653, 28.991513 40.1822819, 28.9905989 40.181403, 28.9898264 40.1809787, 28.9891575 40.1807934, 28.988655 40.1808651, 28.9883351 40.1812877, 28.9881225 40.1817758, 28.9879239 40.1818829, 28.987661 40.1818425, 28.9873766 40.1817364, 28.987221 40.1815157, 28.9872946 40.1810683, 28.9876135 40.1800641, 28.9866382 40.1784773, 28.9863838 40.1782328, 28.9868395 40.1766614, 28.9858702 40.1764132, 28.9824458 40.1766663, 28.9819728 40.1765591, 28.9816821 40.1763208, 28.9810924 40.1758675, 28.980229 40.1756244, 28.9799985 40.1754797, 28.9799497 40.1714496, 28.9794315 40.1703927, 28.9784402 40.1684172, 28.9775026 40.1670976, 28.9774899 40.1664111, 28.9758725 40.166907, 28.9753684 40.1668201, 28.9744277 40.166118, 28.9740826 40.1660709, 28.9729426 40.1659061, 28.9724065 40.1658496, 28.972197 40.1670598, 28.9723141 40.1673941, 28.972075 40.1675408, 28.9720887 40.1682984, 28.9720947 40.1690865, 28.9720458 40.1694298, 28.971945 40.1696236, 28.9717209 40.1697421, 28.9714611 40.1701841, 28.9710212 40.1702455, 28.9708066 40.1702414, 28.9706993 40.1700283, 28.9707852 40.1698602, 28.970678 40.1697148, 28.9705182 40.1696314, 28.9704995 40.1691104, 28.9705835 40.1687892, 28.9703687 40.1686608, 28.9702286 40.1684859, 28.9700605 40.1683396, 28.9699578 40.1684824, 28.9697056 40.1684824, 28.9694721 40.1682611, 28.9692759 40.1685609, 28.9691825 40.1686108, 28.9691825 40.1688606, 28.9691265 40.1689177, 28.9690611 40.1693174, 28.969416 40.1696243, 28.9693226 40.1698384, 28.9694347 40.1701881, 28.9694347 40.1703808, 28.9692759 40.1704593, 28.9691172 40.1704308, 28.9688837 40.1701667, 28.9685754 40.1698955, 28.9682112 40.1696172, 28.9676975 40.1694958, 28.9676041 40.1695743, 28.9678189 40.1700454, 28.9671558 40.1705592, 28.9669129 40.170288, 28.966586 40.1699169, 28.9664739 40.1699883, 28.966119 40.1698527, 28.9652597 40.1692389, 28.9648955 40.1693103, 28.9647647 40.1692817, 28.9644285 40.1688249, 28.9640549 40.1690176, 28.9635879 40.1691532, 28.9633731 40.1692888, 28.9630555 40.1692817, 28.9630146 40.169175, 28.9628026 40.1691545, 28.9626774 40.1692599, 28.9625844 40.1693095, 28.9624133 40.1693586, 28.9624031 40.169317, 28.9623183 40.1693542, 28.960799 40.1691776, 28.9605225 40.1695194, 28.959994 40.1696871, 28.9594055 40.1698769, 28.9588263 40.17015, 28.9582224 40.1704514, 28.9578219 40.1706727, 28.9574768 40.1709552, 28.9568852 40.171718, 28.9565525 40.1719204, 28.9557329 40.1722453, 28.955468 40.1725043, 28.9552276 40.1725938, 28.9549812 40.1725749, 28.9545313 40.1726314, 28.9541616 40.1727115, 28.9541246 40.1726361, 28.9533628 40.1726958, 28.9530088 40.1727819))"
çamlıca mahallesi,"POLYGON ((28.9675858 40.1963939, 28.9681812 40.1972708, 28.9688786 40.1980083, 28.9696725 40.1985164, 28.9702519 40.1987541, 28.9708098 40.1989917, 28.9723011 40.2000816, 28.972914 40.2006767, 28.9729341 40.2006962, 28.9735564 40.2007208, 28.9742645 40.2006224, 28.9747794 40.2006634, 28.9756163 40.2008929, 28.9775689 40.2012206, 28.9788457 40.2013272, 28.980176 40.2013108, 28.9815386 40.2013845, 28.9827617 40.2015648, 28.9844783 40.2022941, 28.985165 40.2027612, 28.9857014 40.2030644, 28.9866026 40.2033266, 28.9873751 40.2034823, 28.9890059 40.2043755, 28.9900144 40.2057193, 28.9910336 40.2059897, 28.9921453 40.2058219, 28.991377 40.2001963, 28.9908727 40.1984017, 28.9903041 40.1971315, 28.9893063 40.195517, 28.9879866 40.1939763, 28.986785 40.1929519, 28.9848002 40.1915095, 28.984017 40.1912308, 28.978953 40.1886409, 28.9783144 40.1881933, 28.9779766 40.1894933, 28.9779898 40.1895536, 28.9780088 40.1896408, 28.97729 40.1904276, 28.9764746 40.1908538, 28.9759596 40.1919602, 28.9761742 40.1920996, 28.9764853 40.1924929, 28.9769252 40.1927716, 28.976378 40.1930502, 28.975112 40.1936403, 28.97361 40.1941648, 28.9730941 40.19436, 28.972462 40.1945992, 28.9721011 40.1948697, 28.9719972 40.1949476, 28.9713248 40.1954515, 28.9709492 40.1957465, 28.9693919 40.1959804, 28.969179 40.1960497, 28.9675858 40.1963939))"
konak mahallesi,"POLYGON ((28.9697923 40.2062985, 28.970447 40.206434, 28.9724627 40.2071259, 28.9728302 40.2073052, 28.972842 40.2074337, 28.9729076 40.2075525, 28.9730199 40.2076487, 28.9731668 40.2077121, 28.9733327 40.2077359, 28.9734997 40.2077175, 28.97365 40.2076589, 28.9750521 40.2080348, 28.9754587 40.2081775, 28.9762717 40.208561, 28.976767 40.2089134, 28.9772664 40.2093403, 28.9777347 40.2098414, 28.9778173 40.209963, 28.9779905 40.2102572, 28.9780883 40.2104827, 28.9781118 40.2106864, 28.978068 40.2109203, 28.9779732 40.2111065, 28.9796416 40.2111117, 28.9807657 40.211231, 28.9827923 40.211358, 28.9840588 40.2114152, 28.9845615 40.2114841, 28.9854216 40.2115186, 28.9875495 40.2115931, 28.9878675 40.2116045, 28.988621 40.2116429, 28.9895476 40.2117033, 28.9910309 40.2118125, 28.9921779 40.2118798, 28.9928437 40.2118334, 28.9928361 40.2112418, 28.9923104 40.2070303, 28.9921453 40.2058219, 28.9910336 40.2059897, 28.9900144 40.2057193, 28.9890059 40.2043755, 28.9873751 40.2034823, 28.9866026 40.2033266, 28.9857014 40.2030644, 28.985165 40.2027612, 28.9844783 40.2022941, 28.9827617 40.2015648, 28.9815386 40.2013845, 28.980176 40.2013108, 28.9788457 40.2013272, 28.9775689 40.2012206, 28.9756163 40.2008929, 28.9747794 40.2006634, 28.9742645 40.2006224, 28.9735564 40.2007208, 28.9729341 40.2006962, 28.972914 40.2006767, 28.9730002 40.2009969, 28.9734616 40.2013902, 28.9739497 40.2021646, 28.9736547 40.2039509, 28.9735313 40.2042377, 28.9733543 40.2043647, 28.96939 40.2057413, 28.9698084 40.2061797, 28.9697923 40.2062985))"
i̇hsaniye mahallesi,"POLYGON ((28.9772617 40.2165316, 28.9773806 40.2168204, 28.9775405 40.2174919, 28.977707 40.2182201, 28.9778273 40.2187281, 28.978288 40.2211892, 28.978462 40.222427, 28.9785596 40.2229795, 28.9786612 40.2235631, 28.9788391 40.2240144, 28.97895 40.2243273, 28.979061 40.2247601, 28.9794307 40.224739, 28.9812742 40.2244747, 28.9830397 40.2242432, 28.9837175 40.2241479, 28.9845007 40.2240479, 28.9847749 40.2240091, 28.9849879 40.2239506, 28.985103 40.2238856, 28.985393 40.2237178, 28.9855081 40.2236476, 28.9858601 40.2233903, 28.9864228 40.2230052, 28.9872773 40.2224069, 28.9875173 40.2222389, 28.9878345 40.2220302, 28.9879399 40.2219608, 28.9884344 40.2216969, 28.9885331 40.2216426, 28.9888228 40.2214665, 28.9890682 40.2213361, 28.9892275 40.2212524, 28.9896876 40.2210875, 28.9903444 40.2208572, 28.9911295 40.2205844, 28.9916806 40.2203259, 28.9922643 40.2200477, 28.9930029 40.2197726, 28.992686 40.2188681, 28.9924875 40.2183397, 28.9924393 40.2181923, 28.9921871 40.2177335, 28.9916178 40.2168312, 28.9913739 40.2164773, 28.9911381 40.2162351, 28.9899964 40.2150751, 28.9896803 40.2148319, 28.9896796 40.2146208, 28.9901033 40.214396, 28.9907471 40.2127001, 28.9908136 40.2126105, 28.9908792 40.2125887, 28.990761 40.2123606, 28.9907676 40.2123086, 28.9907989 40.2122661, 28.9908537 40.2122428, 28.9909702 40.2122442, 28.9910309 40.2118125, 28.9895476 40.2117033, 28.988621 40.2116429, 28.9878675 40.2116045, 28.9875495 40.2115931, 28.9854216 40.2115186, 28.9845615 40.2114841, 28.9840588 40.2114152, 28.9827923 40.211358, 28.9807657 40.211231, 28.9796416 40.2111117, 28.9779732 40.2111065, 28.9774446 40.2116546, 28.9773146 40.2118657, 28.97727 40.2119954, 28.9772134 40.2122711, 28.9771909 40.2126322, 28.9771355 40.2133004, 28.9769935 40.215061, 28.9769828 40.2153969, 28.9771008 40.2158844, 28.9772617 40.2165316))"
esentepe mahallesi,"POLYGON ((28.979061 40.2247601, 28.9802356 40.2277882, 28.9808364 40.228722, 28.9828179 40.2312841, 28.9832288 40.2315243, 28.9835837 40.2315766, 28.9838499 40.2313784, 28.9843692 40.2310069, 28.9852422 40.2304152, 28.9863326 40.2297299, 28.986762 40.229428, 28.9876756 40.2287981, 28.988109 40.2284403, 28.9887856 40.2279587, 28.9896222 40.2273236, 28.9902772 40.2268021, 28.9907857 40.2263787, 28.9912973 40.2259175, 28.9915969 40.2256388, 28.9920275 40.225247, 28.9931365 40.2242731, 28.9943883 40.2230984, 28.9944218 40.2230064, 28.9945804 40.2228291, 28.9950891 40.2223108, 28.9952619 40.2221484, 28.9970279 40.2204029, 28.9974855 40.2199734, 28.9988987 40.2185975, 28.9953388 40.2192313, 28.9951725 40.2192804, 28.9949418 40.2192723, 28.9940942 40.2194033, 28.9934505 40.2196122, 28.9930029 40.2197726, 28.9922643 40.2200477, 28.9916806 40.2203259, 28.9911295 40.2205844, 28.9903444 40.2208572, 28.9896876 40.2210875, 28.9892275 40.2212524, 28.9890682 40.2213361, 28.9888228 40.2214665, 28.9885331 40.2216426, 28.9884344 40.2216969, 28.9879399 40.2219608, 28.9878345 40.2220302, 28.9875173 40.2222389, 28.9872773 40.2224069, 28.9864228 40.2230052, 28.9858601 40.2233903, 28.9855081 40.2236476, 28.985393 40.2237178, 28.985103 40.2238856, 28.9849879 40.2239506, 28.9847749 40.2240091, 28.9845007 40.2240479, 28.9837175 40.2241479, 28.9830397 40.2242432, 28.9812742 40.2244747, 28.9794307 40.224739, 28.979061 40.2247601))"
elmaçukur mahallesi,"POLYGON ((29.0555363 40.1678862, 29.0556745 40.1679856, 29.0557558 40.1680912, 29.0557883 40.1682093, 29.0558208 40.168377, 29.0558534 40.1684578, 29.0559509 40.1685448, 29.0560404 40.1685945, 29.0562762 40.1686691, 29.0564469 40.1687374, 29.0566258 40.1688182, 29.0567559 40.1688803, 29.0568291 40.1689735, 29.0568779 40.1690667, 29.0569592 40.1691475, 29.0570567 40.1692034, 29.0572112 40.1692842, 29.0573576 40.1694147, 29.0574796 40.1695389, 29.0576096 40.1696694, 29.0577479 40.1698185, 29.0578942 40.1699241, 29.058065 40.1699863, 29.0583658 40.170067, 29.0586504 40.1702037, 29.0587805 40.1703342, 29.058813 40.1704833, 29.058813 40.1706449, 29.0588537 40.1708002, 29.058935 40.1709058, 29.059057 40.170999, 29.0593253 40.1711481, 29.0595204 40.1712662, 29.0596668 40.1713034, 29.0597969 40.1713034, 29.0599514 40.1712848, 29.0600977 40.1712848, 29.0602766 40.1713096, 29.0602685 40.1709369, 29.0605856 40.1706511, 29.060862 40.1705703, 29.0611303 40.1705579, 29.061293 40.1703093, 29.0618296 40.1698993, 29.0622031 40.1699652, 29.062717 40.168891, 29.0625189 40.1670687, 29.0622825 40.1664846, 29.0637257 40.1651948, 29.0643789 40.1649639, 29.0653027 40.1612772, 29.0659292 40.1612929, 29.0658896 40.1605799, 29.0660773 40.1603847, 29.0677167 40.1599981, 29.0675425 40.1594794, 29.0671158 40.1590489, 29.0670432 40.1586686, 29.0672509 40.1583472, 29.0680042 40.1580284, 29.0682762 40.1572824, 29.0707888 40.152367, 29.0708414 40.1516652, 29.0717367 40.1515111, 29.0720956 40.1512586, 29.0721639 40.1508408, 29.0719848 40.1502247, 29.0720344 40.1498592, 29.0724982 40.1495982, 29.0724624 40.1489565, 29.0730772 40.1485235, 29.074112 40.1469368, 29.0751132 40.1464202, 29.0755008 40.1452459, 29.0741273 40.1440505, 29.0746461 40.143011, 29.073931 40.142111, 29.0738957 40.1418484, 29.0746719 40.1417434, 29.0752513 40.1414809, 29.0756805 40.1409888, 29.0761096 40.1401851, 29.076689 40.1397422, 29.0775258 40.1396109, 29.0790708 40.1370027, 29.0798218 40.1367402, 29.0806801 40.1366746, 29.0823109 40.1364121, 29.0833838 40.1358707, 29.084006 40.1352145, 29.0844352 40.1346732, 29.0854008 40.1342795, 29.0858085 40.1337381, 29.0858917 40.1332538, 29.0858891 40.132507, 29.0864522 40.1319827, 29.0872247 40.131589, 29.0878255 40.1310148, 29.0879542 40.1295218, 29.0873534 40.1282257, 29.0858729 40.1271264, 29.0844996 40.126667, 29.0831477 40.1266998, 29.0823753 40.1268147, 29.0808196 40.1246694, 29.0793926 40.1220974, 29.0773112 40.1192507, 29.0767051 40.119498, 29.0754122 40.120533, 29.0728695 40.1208636, 29.0727193 40.1217332, 29.0725906 40.1226521, 29.0722472 40.1237186, 29.0724618 40.1252445, 29.0723545 40.1255727, 29.071582 40.1255562, 29.0704662 40.1252281, 29.0694792 40.1246538, 29.067784 40.1222419, 29.0659601 40.1205026, 29.0650804 40.1202729, 29.0628059 40.1221435, 29.0557892 40.1242929, 29.043494 40.1309704, 29.0455324 40.1341859, 29.0455324 40.1362365, 29.0461332 40.1388612, 29.045983 40.1403376, 29.0451462 40.1432738, 29.0442155 40.1461192, 29.0495034 40.1511172, 29.0510578 40.1535073, 29.052237 40.1550061, 29.0527912 40.1559384, 29.0522505 40.159499, 29.0523021 40.1608201, 29.0531261 40.163158, 29.0517033 40.1643318, 29.0525173 40.1663116, 29.0541878 40.1673934, 29.0555363 40.1678862))"
yeni mahallesi,"POLYGON ((29.1935957 40.1912625, 29.196833 40.1914121, 29.1988221 40.1915351, 29.2003751 40.19156, 29.2007898 40.1922308, 29.2002288 40.1925165, 29.199993 40.1929885, 29.20018 40.1931624, 29.2048715 40.1930258, 29.2105144 40.1932121, 29.2137098 40.1925599, 29.2151246 40.1914854, 29.2170923 40.191591, 29.2171492 40.1908705, 29.2197593 40.1908395, 29.2236702 40.1906407, 29.2248004 40.1899699, 29.2277357 40.1894233, 29.2294487 40.1879866, 29.230733 40.1876185, 29.2304863 40.1874058, 29.2293595 40.1864002, 29.2282112 40.1861065, 29.2274989 40.1831945, 29.2282198 40.181505, 29.2252141 40.1822101, 29.2249436 40.1827767, 29.2248841 40.1832095, 29.2245548 40.1836851, 29.223872 40.184132, 29.2229101 40.1845888, 29.2193779 40.1856134, 29.2179928 40.1859081, 29.2172704 40.1858328, 29.2121955 40.1869335, 29.2122299 40.1858881, 29.2095711 40.1847474, 29.2092581 40.1849917, 29.2017987 40.1868566, 29.201437 40.1869974, 29.2012064 40.1872108, 29.2012244 40.1873664, 29.2011361 40.1874654, 29.2006972 40.1875371, 29.200149 40.1874967, 29.1987349 40.1874086, 29.1977423 40.187454, 29.1968254 40.1873596, 29.1955866 40.1872824, 29.1945124 40.1872149, 29.193882 40.1873106, 29.1927814 40.1877082, 29.1922977 40.1884974, 29.1923725 40.1884806, 29.1924828 40.1884094, 29.1926488 40.1883979, 29.1930556 40.1884445, 29.1935786 40.1885525, 29.1936528 40.1884944, 29.1935868 40.1883969, 29.1937463 40.1882081, 29.1940953 40.1884032, 29.1944504 40.1880604, 29.1944911 40.1879115, 29.194843 40.1879265, 29.1948871 40.1880525, 29.1949828 40.188129, 29.1946811 40.1887316, 29.1944001 40.1886323, 29.1943686 40.188827, 29.1946312 40.1890298, 29.194599 40.1891249, 29.1944648 40.1891369, 29.1941674 40.1893433, 29.194097 40.1896122, 29.1944966 40.189713, 29.1946659 40.1896633, 29.1948503 40.1896449, 29.1949813 40.1898769, 29.1953347 40.1901721, 29.1950688 40.1906576, 29.1953098 40.1907768, 29.194311 40.1910407, 29.1937547 40.1908287, 29.1935957 40.1912625))"
ahmetvefikpaşa mahallesi,"POLYGON ((29.1924296 40.1989695, 29.1938746 40.1988238, 29.1968255 40.1987193, 29.1977054 40.1994587, 29.1979393 40.2013161, 29.1981964 40.2016588, 29.1986884 40.2019467, 29.1990279 40.2024175, 29.1992935 40.2023104, 29.1994559 40.2023034, 29.1996817 40.2028444, 29.2001514 40.2033419, 29.2005902 40.2035433, 29.2009802 40.2036951, 29.2018111 40.2043444, 29.2021777 40.2046461, 29.2025116 40.2049839, 29.2043049 40.2048347, 29.2041738 40.2045668, 29.2048639 40.2044256, 29.2058745 40.2039362, 29.2078464 40.203362, 29.2076985 40.2029008, 29.2080436 40.2023548, 29.2093253 40.2019218, 29.2106326 40.2017624, 29.2111693 40.201545, 29.2114866 40.2012891, 29.2120443 40.2008518, 29.2122343 40.2009302, 29.2125684 40.2010555, 29.2127175 40.200886, 29.2131581 40.2006315, 29.2136668 40.2003781, 29.2129132 40.1995503, 29.2132743 40.1993682, 29.2125029 40.1983411, 29.2108191 40.1966335, 29.2106045 40.1960025, 29.2105144 40.1932121, 29.2048715 40.1930258, 29.20018 40.1931624, 29.199993 40.1929885, 29.2002288 40.1925165, 29.2007898 40.1922308, 29.2003751 40.19156, 29.1988221 40.1915351, 29.196833 40.1914121, 29.1935957 40.1912625, 29.1932543 40.1919799, 29.1934963 40.1922601, 29.193358 40.1926821, 29.1935062 40.1926712, 29.1935421 40.1935449, 29.1933983 40.1938895, 29.1931764 40.1946491, 29.1929404 40.1954985, 29.1929992 40.1964669, 29.1924912 40.1968495, 29.1923292 40.1969738, 29.1922744 40.1982527, 29.1924296 40.1989695))"
vanimehmet mahallesi,"POLYGON ((29.2105144 40.1932121, 29.2106045 40.1960025, 29.2108191 40.1966335, 29.2125029 40.1983411, 29.2132743 40.1993682, 29.2129132 40.1995503, 29.2136668 40.2003781, 29.2150445 40.1999447, 29.2150657 40.2006026, 29.2154397 40.2005902, 29.2164398 40.2004597, 29.2173667 40.2002548, 29.2183994 40.2003604, 29.218871 40.2006274, 29.2210907 40.2001679, 29.2214043 40.1998086, 29.2219213 40.1992163, 29.2220014 40.1991245, 29.2262782 40.1979507, 29.2270913 40.1975408, 29.2293941 40.1980046, 29.2312895 40.194169, 29.2311014 40.193148, 29.2319943 40.1925185, 29.231995 40.1918775, 29.2323349 40.1911728, 29.2324744 40.1903172, 29.2324758 40.1896735, 29.2325304 40.1892159, 29.2323859 40.1886024, 29.2319602 40.1884488, 29.2312197 40.1880381, 29.230733 40.1876185, 29.2294487 40.1879866, 29.2277357 40.1894233, 29.2248004 40.1899699, 29.2236702 40.1906407, 29.2197593 40.1908395, 29.2171492 40.1908705, 29.2170923 40.191591, 29.2151246 40.1914854, 29.2137098 40.1925599, 29.2105144 40.1932121))"
kale mahallesi,"POLYGON ((29.2043049 40.2048347, 29.2046109 40.2054206, 29.2053457 40.2052495, 29.2060009 40.2068475, 29.2064241 40.2070759, 29.2068224 40.2070331, 29.2077435 40.2080034, 29.2081318 40.2082939, 29.2086276 40.2086948, 29.2091681 40.2091331, 29.2097202 40.2092068, 29.2106837 40.2092959, 29.2109106 40.2096024, 29.2121837 40.2094879, 29.2123771 40.2098589, 29.2133816 40.2098095, 29.2146303 40.2097865, 29.2144357 40.2116071, 29.2157506 40.2118485, 29.2171064 40.2116051, 29.217903 40.2115159, 29.2192908 40.211254, 29.2206738 40.2112958, 29.2266524 40.2101407, 29.2213312 40.2092096, 29.2209177 40.2083019, 29.2219652 40.206203, 29.2218913 40.2058359, 29.2215708 40.2052806, 29.2212258 40.2047441, 29.2207205 40.2040193, 29.2205233 40.2034828, 29.2203754 40.2028898, 29.2202522 40.2023345, 29.2203138 40.2017038, 29.2211272 40.2006119, 29.2214043 40.1998086, 29.2210907 40.2001679, 29.218871 40.2006274, 29.2183994 40.2003604, 29.2173667 40.2002548, 29.2164398 40.2004597, 29.2154397 40.2005902, 29.2150657 40.2006026, 29.2150445 40.1999447, 29.2136668 40.2003781, 29.2131581 40.2006315, 29.2127175 40.200886, 29.2125684 40.2010555, 29.2122343 40.2009302, 29.2120443 40.2008518, 29.2114866 40.2012891, 29.2111693 40.201545, 29.2106326 40.2017624, 29.2093253 40.2019218, 29.2080436 40.2023548, 29.2076985 40.2029008, 29.2078464 40.203362, 29.2058745 40.2039362, 29.2048639 40.2044256, 29.2041738 40.2045668, 29.2043049 40.2048347))"
