name_clean,geometry
atıcılar-veysel karani mahalle sınırı,"LINESTRING (29.0801414 40.2057907, 29.0802433 40.2055654, 29.081225 40.2050287, 29.0816542 40.2047009, 29.0820082 40.2042953, 29.0823086 40.2037627, 29.0827592 40.2030211, 29.0830811 40.202341, 29.0833976 40.2014232, 29.0836014 40.2007144, 29.083698 40.2005013, 29.0839287 40.2002678, 29.0840789 40.2002145)"
başaran-veysel karani mahalle sınırı,"LINESTRING (29.0801414 40.2057907, 29.0797926 40.206156, 29.0794708 40.2064797, 29.0791703 40.2067501, 29.0787573 40.206959, 29.0782262 40.207041, 29.0776898 40.2071557, 29.0772928 40.2072991, 29.0767403 40.2075408, 29.0763755 40.2078808, 29.0761341 40.2080775, 29.0759678 40.2082291, 29.0758551 40.2084216)"
başaran-gülbahçe mahalle sınırı,"LINESTRING (29.0798624 40.2052294, 29.079562 40.2050458, 29.0792347 40.2047713, 29.0790148 40.2046115, 29.0788914 40.2045418, 29.0787412 40.2045869, 29.0783711 40.2049147, 29.0781779 40.204972, 29.077148 40.2049269, 29.0760751 40.2048901, 29.0741707 40.204886)"
selamet-gülbahçe mahalle sınırı,"LINESTRING (29.0741707 40.204886, 29.0739561 40.2046524, 29.0737577 40.204423, 29.0735216 40.2039928, 29.073409 40.2036978, 29.0732266 40.2032348, 29.0730066 40.2028538, 29.0728403 40.2025424, 29.0727277 40.2022556, 29.0725614 40.201891, 29.0724005 40.2016492, 29.0722449 40.201514, 29.072202 40.2012887, 29.0721859 40.2010388, 29.0723522 40.2006454, 29.0723522 40.2004979, 29.0722556 40.2000103, 29.0722878 40.1998137, 29.072379 40.1995228, 29.0724487 40.1990925, 29.0724515 40.1990577, 29.0725475 40.1985546, 29.0725936 40.198441, 29.0727813 40.1980313, 29.0726794 40.1976625, 29.0726419 40.1974659, 29.0723361 40.1968963, 29.0718372 40.1958514, 29.0716602 40.1954417, 29.0716172 40.1951671, 29.0715958 40.1946099, 29.071408 40.194196)"
gülbahçe-demirtaşpaşa mahalle sınırı,"LINESTRING (29.0735968 40.1934291, 29.0725509 40.1937955)"
selamet-hacıilyas mahalle sınırı,"LINESTRING (29.071408 40.194196, 29.0693749 40.1948803)"
hacıilyas-demirtaşpaşa mahalle sınırı,"LINESTRING (29.0725509 40.1937955, 29.0724648 40.1929626, 29.0712632 40.1930773, 29.0709252 40.1922455, 29.0708268 40.192013, 29.0709717 40.1919761, 29.0706713 40.1914516, 29.0700061 40.1901812, 29.0692068 40.1893453)"
gülbahçe-hacıilyas mahalle sınırı,"LINESTRING (29.0725509 40.1937955, 29.071408 40.194196)"
koğukçınar-selamet mahalle sınırı,"LINESTRING (29.0693749 40.1948803, 29.0695841 40.1957162, 29.0698041 40.1964702, 29.0698684 40.1968184, 29.0700294 40.1979125, 29.0697182 40.1979453, 29.0698094 40.1984738, 29.0698899 40.1991253, 29.0700562 40.2005962, 29.069965 40.201051, 29.0701474 40.2010551, 29.0699918 40.2027678, 29.069906 40.202944, 29.0688438 40.2048081)"
başaran-selamet mahalle sınırı,"LINESTRING (29.0688438 40.2048081, 29.0692827 40.2048145, 29.0698835 40.2048186, 29.0707579 40.2048022, 29.0722438 40.204835, 29.0730431 40.2048473, 29.0741707 40.204886)"
yeşilova-koğukçınar mahalle sınırı,"LINESTRING (29.0688438 40.2048081, 29.0684798 40.2047653, 29.0678629 40.2047694, 29.067246 40.2047735)"
santral garaj-bahar mahalle sınırı,"LINESTRING (29.0620708 40.1996641, 29.0623392 40.1991678, 29.0624608 40.198877, 29.0624724 40.1983795, 29.062493 40.1981724, 29.0624749 40.1978136, 29.0623512 40.1972734)"
küplüpınar-santral garaj mahalle sınırı,"LINESTRING (29.0620708 40.1996641, 29.0616398 40.1996254, 29.0612616 40.199654, 29.0601243 40.1997974, 29.0592151 40.1998794, 29.0583645 40.1999699, 29.0576886 40.2000047, 29.0572246 40.200017, 29.0562241 40.200142, 29.0552719 40.2002403, 29.0544083 40.2002998, 29.0538235 40.2003551, 29.0533837 40.200437, 29.0527587 40.2006501, 29.0520935 40.2009143, 29.0508114 40.2014081, 29.0502964 40.2015699, 29.0499021 40.2017092)"
bahar-koğukçınar mahalle sınırı,"LINESTRING (29.067246 40.2047735, 29.0671893 40.2030773, 29.0673877 40.201758, 29.0676721 40.2006312, 29.0674414 40.2005165, 29.0671303 40.2003362, 29.0670337 40.2001683, 29.0668942 40.1998896, 29.0668298 40.1995987, 29.0667977 40.1990947, 29.0668513 40.1985867, 29.0668218 40.1981954, 29.0666823 40.1976668, 29.0663712 40.1967223, 29.0662505 40.1965215, 29.0661377 40.1961511, 29.0660889 40.1960214)"
bahar-ulu mahalle sınırı,"LINESTRING (29.0660889 40.1960214, 29.0650428 40.1963717, 29.0639837 40.1967078, 29.063292 40.1969477, 29.0623512 40.1972734)"
yeşilova-bahar mahalle sınırı,"LINESTRING (29.067246 40.2047735, 29.0665915 40.2046997, 29.0661531 40.2046119)"
yeşilova-kemerçeşme mahalle sınırı,"LINESTRING (29.0661531 40.2046119, 29.0660171 40.2049025, 29.0661057 40.2049742, 29.0662612 40.2055519, 29.06624 40.2060062, 29.0656713 40.2061291, 29.0654299 40.2061496, 29.0648559 40.2063093, 29.0640781 40.2065511, 29.0636543 40.206674, 29.0635256 40.2066125, 29.0629677 40.2069362, 29.0623561 40.2070918, 29.0614442 40.2072762, 29.0609833 40.2073222)"
kemerçeşme-bahar mahalle sınırı,"LINESTRING (29.0661531 40.2046119, 29.0657118 40.2045235, 29.0645155 40.20429, 29.0644941 40.2041302, 29.0644511 40.2040442, 29.0643385 40.2034173, 29.0642634 40.2025815, 29.0641507 40.2022189, 29.0639572 40.2017068, 29.0638794 40.2015347, 29.0638848 40.2013872, 29.0639143 40.2012786, 29.0637882 40.2012889, 29.0637614 40.2005063, 29.0637265 40.2003752, 29.063579 40.1999204, 29.0634127 40.1995127, 29.0632759 40.1992935, 29.0630935 40.1990558, 29.0628655 40.1987997, 29.0625195 40.1990784, 29.0620708 40.1996641)"
yeşilova-başaran mahalle sınırı,"LINESTRING (29.0688438 40.2048081, 29.0685411 40.2054228, 29.0684662 40.2057931, 29.0684769 40.20617, 29.0685574 40.2078621, 29.0684876 40.2091362, 29.0696034 40.2117539, 29.0696088 40.2118564, 29.0695713 40.2119752, 29.0696893 40.2121554)"
koğukçınar-sakarya mahalle sınırı,"LINESTRING (29.0693749 40.1948803, 29.0678836 40.1953966, 29.0672119 40.1956516, 29.0660889 40.1960214)"
küplüpınar-kemerçeşme mahalla sınırı,"LINESTRING (29.0620708 40.1996641, 29.0615934 40.2002987, 29.0612975 40.2007135, 29.0610468 40.2011375, 29.0608256 40.2016731, 29.0606995 40.202154, 29.0606748 40.2026222, 29.0606971 40.2030604, 29.060738 40.2037774, 29.0608037 40.204629, 29.0608189 40.2048866)"
tuna-küplüpınar mahalle sınırı,"LINESTRING (29.0533783 40.2060849, 29.0538155 40.205962, 29.0543707 40.2058534, 29.0549098 40.2057305, 29.0548535 40.20537, 29.0563046 40.2056301, 29.0571924 40.2058391, 29.0572085 40.2057715, 29.057981 40.2056219, 29.0585764 40.2054888, 29.0587615 40.2054724, 29.0589492 40.2054417, 29.0592523 40.2053966, 29.059314 40.2054458, 29.0597222 40.2052892, 29.0604088 40.2050393, 29.0608189 40.2048866)"
tuna-kemerçeşme mahalle sınırı,"LINESTRING (29.0608189 40.2048866, 29.0608898 40.2059658, 29.0609833 40.2073222)"
küçükbalıklı-başaran mahalle sınırı,"LINESTRING (29.0696893 40.2121554, 29.0700916 40.2126306, 29.0713415 40.2123357, 29.071658 40.2123029, 29.0738896 40.2117826, 29.0738252 40.2115491, 29.0733371 40.210656, 29.0753005 40.2101276, 29.0748016 40.2090337, 29.0758551 40.2084216)"
küçükbalıklı-yeşilova mahalle sınırı,"LINESTRING (29.0696893 40.2121554, 29.0690348 40.2126347, 29.0688202 40.2124709, 29.0684984 40.2127125, 29.0689865 40.2131427, 29.0683589 40.2136466)"
küçükbalıklı-veysel karani mahalle sınırı,"LINESTRING (29.0758551 40.2084216, 29.0762553 40.2094762, 29.0766308 40.2125364, 29.0777627 40.2123316, 29.0782831 40.212139, 29.0808634 40.2107011, 29.0822366 40.2097384, 29.0834765 40.2120091, 29.0841739 40.213451, 29.0848284 40.2146636, 29.0861158 40.2169494, 29.0860836 40.218211, 29.0863983 40.2201681, 29.0864845 40.2209308, 29.0865578 40.2214467, 29.0866497 40.2221682, 29.086709 40.222709, 29.0867261 40.2230563, 29.0866952 40.2233802, 29.0863304 40.2250759, 29.086266 40.2255592, 29.0862875 40.2260098, 29.0866737 40.2295074)"
altınova-yeşilova mahalle sınırı,"LINESTRING (29.0683589 40.2136466, 29.0675811 40.2133393, 29.0668461 40.2130362, 29.0664384 40.2128436, 29.0659932 40.2125364, 29.065623 40.2121841, 29.0655238 40.2120202, 29.0649042 40.2119875, 29.064459 40.2119465, 29.0636919 40.2117417, 29.0633432 40.2115041, 29.0626351 40.2112214, 29.0612556 40.2107767)"
tuna-yeşiyova mahelle sınırı,"LINESTRING (29.0612556 40.2107767, 29.0611508 40.2095213, 29.0610893 40.2088397, 29.0609833 40.2073222)"
başaran-atıcılar mahalle sınırı,"LINESTRING (29.0798624 40.2052294, 29.0800429 40.2055921, 29.0801414 40.2057907)"
doğanevler-küçükbalıklı mahalle sınırı,"LINESTRING (29.0866737 40.2295074, 29.085751 40.2295648, 29.0847854 40.2296549, 29.0841846 40.2297859, 29.083101 40.2304412, 29.0823071 40.2307033, 29.0812771 40.2308753, 29.0807299 40.2309368, 29.0802471 40.2310146, 29.0784554 40.2312276, 29.0775971 40.2313422, 29.0764599 40.2317354, 29.0755372 40.2322023, 29.0749042 40.2326691, 29.0742497 40.2329476)"
doğanevler-veysel karani mahalle sınırı,"LINESTRING (29.0866737 40.2295074, 29.0869312 40.2312603, 29.0870707 40.2339059, 29.0870921 40.2344301)"
i̇smetiye-veysel karani mahalle sınırı,"LINESTRING (29.0870921 40.2344301, 29.0875857 40.2343646, 29.0880577 40.2341516, 29.0883796 40.2338486, 29.0887337 40.233095, 29.0892486 40.2324807, 29.0898173 40.2323169, 29.0907664 40.2320786)"
altınova-küçükbalıklı mahalle sınırı,"LINESTRING (29.0732841 40.2329476, 29.0735631 40.229958, 29.0729086 40.2274515, 29.0718594 40.225892, 29.071074 40.2249858, 29.068939 40.2239701, 29.0691535 40.2233311, 29.0685313 40.2223399, 29.0684347 40.2220613, 29.0685634 40.2218402, 29.0690301 40.2215084, 29.0689658 40.22132, 29.0692823 40.2209636, 29.069352 40.2207465, 29.0693788 40.2205581, 29.0695344 40.2200952, 29.069867 40.2193907, 29.0700548 40.218977, 29.0702264 40.2187394, 29.0703873 40.2186575, 29.0705805 40.2185961, 29.0703605 40.218379, 29.0699743 40.2179284, 29.0696846 40.2175679, 29.0694861 40.2172689, 29.0692179 40.2167855, 29.0696846 40.2166462, 29.0695344 40.2163349, 29.0692394 40.2155075, 29.0690194 40.2147455, 29.0688263 40.2141966, 29.068837 40.2140532, 29.0690892 40.2138566, 29.0683589 40.2136466)"
panayır-altınova mahalle sınırı,"LINESTRING (29.0625792 40.2296084, 29.0633495 40.2407104, 29.0655218 40.2398397, 29.0698348 40.2376284, 29.0715514 40.2347454, 29.0726887 40.2342868, 29.0732841 40.2329476)"
panayır-soğanlı mahalle sınırı,"LINESTRING (29.0625792 40.2296084, 29.0611981 40.2281518, 29.0575181 40.2294296, 29.0578185 40.2299047, 29.0577582 40.2301566, 29.0575154 40.2305395, 29.0582369 40.2319033, 29.0582262 40.2323374, 29.0575396 40.232493, 29.0575074 40.2327961, 29.0565525 40.2331319, 29.0566491 40.233394, 29.0564989 40.2334268, 29.0566705 40.2338445, 29.0555976 40.2337175)"
yeniceabat-panayır mahalle sınırı,"LINESTRING (29.0540688 40.2497569, 29.0547501 40.2489666, 29.0561287 40.2499042, 29.0560214 40.2503669, 29.0564184 40.2506903, 29.0574001 40.2506535, 29.058678 40.2510817, 29.0586753 40.2519802)"
demirtaş dumlupınar-panayır mahalle sınırı,"LINESTRING (29.0631648 40.2545392, 29.0639597 40.2544649, 29.0655594 40.2550792, 29.0694915 40.2560577, 29.073311 40.25607, 29.0735738 40.2558653, 29.0765081 40.2554109, 29.0789436 40.2555582, 29.0793513 40.255329)"
panayır-demirtaş cumhuriyet mahalle sınırı,"LINESTRING (29.0793513 40.255329, 29.0790831 40.2544365, 29.0789543 40.25433, 29.0790026 40.2525368, 29.0790187 40.2520414, 29.0789865 40.2517467, 29.0788256 40.2513045, 29.0780201 40.2501239, 29.0765101 40.2480203, 29.0763928 40.2478077, 29.076315 40.2476575, 29.07629 40.2475915, 29.0762701 40.2475255, 29.0762604 40.2474551, 29.0762602 40.2472859, 29.076255 40.2471194, 29.0761232 40.2463998, 29.0761938 40.245515, 29.0762882 40.2444381)"
demirtaş cumhuriyet-doğanevler mahalle sınırı,"LINESTRING (29.0762882 40.2444381, 29.0805851 40.2433285, 29.0805636 40.2432752, 29.0885459 40.2412115, 29.0880041 40.2374196, 29.0899353 40.2370715, 29.090123 40.2395449, 29.092934 40.2397906)"
demirtaş cumhuriyet-i̇smetiye mahalle sınırı,"LINESTRING (29.092934 40.2397906, 29.0967052 40.2428781, 29.0958308 40.2432671, 29.0974455 40.2456051, 29.0969573 40.2457893, 29.0977191 40.2471364, 29.0970163 40.2473371, 29.0980999 40.2486882, 29.0975913 40.2490828, 29.0978809 40.2494185, 29.09772 40.249525, 29.0979024 40.2497379, 29.09772 40.2498525, 29.0982457 40.2507205, 29.0973338 40.2511545, 29.0981492 40.2524401, 29.0959498 40.2534636, 29.0970656 40.2551012, 29.0963427 40.2552855, 29.0957451 40.2555795, 29.0949091 40.2559527, 29.0954884 40.256747, 29.0973445 40.2588594, 29.0983852 40.2599811, 29.0988358 40.2606197, 29.0995332 40.2616185, 29.1016001 40.2649759, 29.1019933 40.2660257, 29.1023515 40.2671058)"
doğanevler-i̇smetiye mahalle sınırı,"LINESTRING (29.092934 40.2397906, 29.0941517 40.2398888, 29.0949349 40.2401018, 29.0954714 40.2403843, 29.0970002 40.2416455, 29.0977405 40.2407938, 29.0979229 40.2405072, 29.0979068 40.2401673, 29.0979175 40.2396923, 29.0979765 40.2394793, 29.0974669 40.2387914, 29.0972524 40.2384106, 29.0972845 40.2378987, 29.0968232 40.2374974, 29.0959971 40.2367111, 29.0953212 40.2364326, 29.0942161 40.2361747, 29.091727 40.235974, 29.0906863 40.2360887, 29.0901552 40.236019, 29.0891789 40.2357119, 29.088621 40.2355931, 29.0877091 40.235675, 29.0873121 40.2352696, 29.0871672 40.2349051, 29.0870921 40.2344301)"
soğanlı-altınova mahalle sınırı,"LINESTRING (29.0625792 40.2296084, 29.0621157 40.2232287, 29.0620366 40.2222121)"
demirtaş cumhuriyet-barbaros mahalle sınırı,"LINESTRING (29.1023515 40.2671058, 29.1012391 40.2673657, 29.1005063 40.2675395, 29.1001872 40.2676449, 29.0998443 40.2677791, 29.099776 40.2678217, 29.0990504 40.2682744, 29.0987017 40.2684176, 29.0975321 40.2687526, 29.0971407 40.2689538, 29.0969835 40.269045, 29.0968691 40.2691114, 29.0957513 40.2697602, 29.09485 40.2706156, 29.0946837 40.2707466, 29.0944638 40.2708244, 29.0940883 40.2708817, 29.0935948 40.27107, 29.0932944 40.2712501, 29.0930905 40.2714629, 29.0931388 40.2716962, 29.0931334 40.271864, 29.092881 40.272216)"
demirtaş sakarya-cumhuriyet mahalle sınırı,"LINESTRING (29.092881 40.272216, 29.0926006 40.2720069, 29.0922537 40.2718681, 29.0917226 40.2717412, 29.0911379 40.2716225, 29.0903117 40.2715407, 29.0887561 40.271336, 29.0879782 40.2711641, 29.0869536 40.2707098)"
demirtaş dumlupınar-cumhuriyet mahalle sınırı,"LINESTRING (29.0869536 40.2707098, 29.0865191 40.2703782, 29.0859022 40.269707, 29.0852746 40.2688965, 29.0843358 40.2674598, 29.083338 40.2659167, 29.0818467 40.2636203, 29.0817877 40.2633583, 29.0817394 40.2630554, 29.0813424 40.2621343, 29.080747 40.260198, 29.0805646 40.2597846, 29.0804466 40.2594038, 29.0801086 40.25775, 29.0799799 40.2573201, 29.079835 40.2569271, 29.0797975 40.2566733, 29.0797868 40.2561001, 29.0795722 40.2555556, 29.0793513 40.255329)"
panayır-doğanevler mahalle sınırı,"LINESTRING (29.0762882 40.2444381, 29.0763296 40.2439009, 29.0763618 40.2433358, 29.0763189 40.2429305, 29.0761687 40.2419764, 29.0760239 40.241571, 29.0755679 40.2409199, 29.0750046 40.2403548, 29.0732344 40.2409322, 29.0731056 40.2407356, 29.0741141 40.2394949, 29.074715 40.2391509, 29.0743555 40.2377586, 29.0739586 40.2361943, 29.0739908 40.2359486, 29.0743609 40.2343596, 29.0744146 40.2340689, 29.0742497 40.2329476)"
panayır-küçükbalıklı mahalle sınırı,"LINESTRING (29.0742497 40.2329476, 29.0732841 40.2329476)"
yeniceabat-demirtaş dumlupınar mahalle sınırı,"LINESTRING (29.0631648 40.2545392, 29.0591073 40.2552607)"
alaşarköy-demirtaş dumlupınar mahalle sınırı,"LINESTRING (29.0591073 40.2552607, 29.0592773 40.2557105, 29.0597672 40.2566404, 29.0607113 40.2577662, 29.061532 40.2579545, 29.0616162 40.259109, 29.0594865 40.2633879, 29.0619553 40.2640166, 29.0621742 40.265162, 29.0626693 40.2682415, 29.0627659 40.2708201, 29.0634954 40.2707587, 29.0637368 40.2714218, 29.0646917 40.272441, 29.0658236 40.2731286, 29.0670413 40.2730549, 29.0674103 40.2739305, 29.0675777 40.2743278, 29.0672398 40.274733, 29.068656 40.2766934, 29.0690959 40.277516, 29.0690261 40.278179, 29.0703404 40.2799511, 29.0703833 40.2814776, 29.0710378 40.2829426, 29.0719283 40.2838716, 29.0739292 40.2835606, 29.0742779 40.2848537, 29.0755386 40.2858563)"
demirtaş sakarya-dumlupınar mahalle sınırı,"LINESTRING (29.0755386 40.2858563, 29.0759784 40.2852466, 29.075855 40.2850338, 29.075898 40.2843708, 29.0756941 40.2843504, 29.0759033 40.2826357, 29.0763432 40.2817927, 29.076944 40.2811011, 29.0769065 40.2808269, 29.0765149 40.2802867, 29.0767133 40.2784246, 29.077341 40.2780071, 29.0774751 40.2769349, 29.0787196 40.2769512, 29.079696 40.2773237, 29.0808225 40.2767343, 29.0820295 40.275838, 29.0836013 40.2749622, 29.0853071 40.2743769, 29.0864498 40.2753223, 29.0869272 40.2751586, 29.086895 40.2751054, 29.0867877 40.2751259, 29.0869594 40.274119, 29.0868092 40.2736647, 29.0866107 40.2731982, 29.086439 40.2729444, 29.0859831 40.2714668, 29.0869536 40.2707098)"
demirtaş sakarya-barbaros mahalle sınırı,"LINESTRING (29.092881 40.272216, 29.0931016 40.272441, 29.0935898 40.272838, 29.0939492 40.2726702, 29.0942496 40.2725842, 29.0945876 40.2725883, 29.0951079 40.2725105, 29.0958321 40.2730344, 29.0965295 40.2733046, 29.0967387 40.2734642, 29.0975595 40.2750481, 29.0980047 40.2755392, 29.098171 40.275969, 29.0981978 40.2765174, 29.0978921 40.2776142, 29.0982408 40.2781831, 29.0978438 40.2786783, 29.098348 40.2787356, 29.0982729 40.2792881, 29.0976775 40.2796114, 29.0972591 40.2802703, 29.0973395 40.2807287, 29.0969265 40.2811747, 29.0971089 40.2813753, 29.0978545 40.2816576, 29.0987075 40.282472, 29.0994585 40.2828649, 29.099834 40.2829754, 29.0993512 40.2839248, 29.0985358 40.2842849, 29.0980423 40.2846614, 29.0983105 40.2847801, 29.0986431 40.285844, 29.0985412 40.2861141, 29.0977526 40.2867606, 29.0977419 40.2869693, 29.0973825 40.2873376, 29.0949631 40.2935941, 29.0941316 40.294171)"
alaşarköy-demirtaş sakarya mahalle sınırı,"LINESTRING (29.0755386 40.2858563, 29.07619 40.2907382, 29.0767908 40.2917612, 29.0784591 40.2944412, 29.0794998 40.2948627)"
demirtaş barbaros-i̇smetiye mahalle sınırı,"LINESTRING (29.1408718 40.2830695, 29.1403783 40.2831022, 29.1378033 40.284821, 29.1367197 40.2856394, 29.1362047 40.28602, 29.1357488 40.2860977, 29.1350621 40.2819441, 29.1350889 40.2817845, 29.1348851 40.281543, 29.1342896 40.2815717, 29.1344184 40.2807696, 29.1347134 40.2799593, 29.1294724 40.2795705, 29.1288179 40.2798938, 29.1286838 40.2801189, 29.1272247 40.2805404, 29.126404 40.280565, 29.126066 40.2805363, 29.1255537 40.2803849, 29.1246545 40.2803593, 29.1238411 40.2802191, 29.1234374 40.2800698, 29.1215009 40.2799552, 29.1211093 40.2799347, 29.1194463 40.2796073, 29.1192639 40.2794927, 29.118588 40.2792758, 29.1181213 40.2791981, 29.116689 40.279194, 29.114393 40.2786087, 29.1139639 40.2782199, 29.1126764 40.2781463, 29.1113353 40.2774874, 29.1110295 40.2764437, 29.1095382 40.2757684, 29.1090876 40.2734683, 29.1076894 40.2730416, 29.1074734 40.2729757, 29.10662 40.2727152, 29.1048336 40.2705459, 29.1050375 40.2703494, 29.1047746 40.270067, 29.1037768 40.2699279, 29.1029668 40.2684871, 29.1023515 40.2671058)"
i̇smetiye-avdancık mahalle sınırı,"LINESTRING (29.1408718 40.2830695, 29.1436261 40.2827546, 29.147483 40.2798326, 29.1458273 40.2776365, 29.1470493 40.2775747)"
çirişhane-küplüpınar mahalle sınırı,"LINESTRING (29.0499021 40.2017092, 29.0502321 40.2019284, 29.0506344 40.2022726, 29.0511199 40.2027909, 29.0513103 40.2029629, 29.0515356 40.2030387, 29.0516134 40.2031207, 29.0516524 40.2031871, 29.0522303 40.2041695, 29.0522947 40.2043805, 29.0522893 40.2045752, 29.0523242 40.204778, 29.0524502 40.2050299, 29.052874 40.2054642, 29.0533783 40.2060849)"
çirişhane-tuna mahalle sınırı,"LINESTRING (29.0533783 40.2060849, 29.0536191 40.2063575, 29.0539088 40.2066484, 29.0541448 40.2069966, 29.0543862 40.2073367, 29.0545418 40.2075415, 29.0547349 40.2076685)"
çiftehavuzlar-tuna mahalle sınırı,"LINESTRING (29.0547349 40.2076685, 29.0550246 40.2077341, 29.0552713 40.2078529, 29.055561 40.2081396, 29.0557809 40.2084715, 29.0560598 40.2087009)"
fatih-tuna mahalle sınırı,"LINESTRING (29.0560598 40.2087009, 29.0565641 40.209045, 29.0570577 40.2093195, 29.057342 40.209426, 29.0575995 40.2094465, 29.0579643 40.209467, 29.0585114 40.2096964, 29.0588279 40.209889, 29.0590318 40.2100037, 29.0593 40.2101102, 29.0600081 40.2103437, 29.0607055 40.210569, 29.0612556 40.2107767)"
santral garaj-ulu mahalle sınırı,"LINESTRING (29.0623512 40.1972734, 29.0621196 40.1957284, 29.0620283 40.1955216, 29.0607484 40.1956637, 29.0598364 40.1956882)"
ulu-kırcaali mahalle sınırı,"LINESTRING (29.0598364 40.1956882, 29.061396 40.1946537, 29.0626581 40.1938156, 29.064364 40.1927338)"
ahmetpaşa-kırcaali mahalle sınırı,"LINESTRING (29.0596594 40.1957169, 29.0600403 40.1932051, 29.0603548 40.1911801)"
hocahasan-aktarhüssam mahalle sınırı,"LINESTRING (29.0580439 40.1900281, 29.0583551 40.1901633, 29.0583551 40.1902166, 29.0586877 40.1902616, 29.0586975 40.1902612, 29.0593207 40.190237, 29.0593322 40.1909554, 29.0603754 40.1910539)"
aktarhüssam-doğanbey mahalle sınırı,"LINESTRING (29.0603754 40.1910539, 29.060459 40.1903395, 29.0605232 40.1897489, 29.0605997 40.1890518, 29.0607216 40.1887999)"
kırcaali-doğanbey mahalle sınırı,"LINESTRING (29.0603548 40.1911801, 29.0612097 40.1912627, 29.062115 40.1913205)"
santral garaj-kırcaali mahalle sınırı,"LINESTRING (29.0598364 40.1956882, 29.0596594 40.1957169)"
santral garaj-ahmetpaşa mahalle sınırı,"LINESTRING (29.0596594 40.1957169, 29.0589164 40.1958521, 29.0581627 40.1958972)"
çırpan-ahmetpaşa mahalle sınırı,"LINESTRING (29.0581627 40.1958972, 29.058211 40.1953113)"
çırpan-hocahasan mahalle sınırı,"LINESTRING (29.058211 40.1953113, 29.0571929 40.1950208)"
i̇ntizam-hocahasan mahalle sınırı,"LINESTRING (29.0571929 40.1950208, 29.0571113 40.1938771, 29.0552061 40.193544, 29.054895 40.1923065, 29.0550935 40.1922614, 29.055174 40.1919254, 29.0550989 40.1917205, 29.0550613 40.1914459, 29.055174 40.1912533, 29.0553134 40.1909624, 29.0553778 40.1907042, 29.0553993 40.190487, 29.0562147 40.1901633)"
çırpan-i̇ntizam mahalle sınırı,"LINESTRING (29.0571929 40.1950208, 29.0556039 40.1945737, 29.0549647 40.1944332, 29.0541601 40.1941381)"
santral garaj-çırpan mahalle sınırı,"LINESTRING (29.0581627 40.1958972, 29.0563657 40.1961554, 29.0551748 40.1963398, 29.0532436 40.1966921, 29.0524014 40.1969011, 29.0512534 40.197065, 29.0502824 40.1972863, 29.0492524 40.1976141)"
santral garaj-gaziakdemir mahalle sınırı,"LINESTRING (29.0492524 40.1976141, 29.0488823 40.1980976, 29.0488126 40.1990154, 29.0486784 40.2004659, 29.0486355 40.2009247, 29.0485873 40.2010804, 29.0485229 40.2012894, 29.0485712 40.2014246, 29.0484853 40.2017073, 29.0483029 40.2020105, 29.0477772 40.2024489)"
çirişhane-santral garaj mahalle sınırı,"LINESTRING (29.0477772 40.2024489, 29.0483083 40.2023424, 29.048952 40.202117, 29.0499021 40.2017092)"
soğanlı-gaziakdemir mahalle sınırı,"LINESTRING (29.0477772 40.2024489, 29.0473964 40.202535, 29.0467419 40.2026374, 29.0458675 40.2027316, 29.0451755 40.2027808, 29.0445264 40.2027726, 29.0441187 40.2027275, 29.043432 40.2025923, 29.0421178 40.2023752, 29.0390064 40.2018179)"
gaziakdemir-kükürtlü mahalle sınırı,"LINESTRING (29.0389956 40.1963123, 29.0385861 40.1967852, 29.0385232 40.1968547, 29.0383848 40.1971492, 29.0383849 40.1974695, 29.0384616 40.1975789, 29.0389579 40.1975102, 29.0392635 40.19752, 29.0395048 40.1976138, 29.0396375 40.1977967, 29.0396159 40.1983748, 29.0395796 40.1987101, 29.0395263 40.1990221, 29.0392228 40.1996225, 29.039003 40.2005226, 29.0387601 40.2007497)"
sırameşeler-kükürtlü mahalle sınırı,"LINESTRING (29.0325073 40.2037613, 29.0320508 40.2040014, 29.0312577 40.2043777, 29.0305237 40.2047362, 29.029988 40.20504, 29.0295859 40.2053114, 29.0291103 40.2056595, 29.0288514 40.2058902, 29.0284717 40.206261, 29.0280171 40.2067168, 29.0276084 40.2071404, 29.0271839 40.2075493, 29.0264281 40.2082869, 29.0260354 40.2086632, 29.0257471 40.2089271, 29.0254694 40.2091509, 29.0251264 40.2094492, 29.0247557 40.2097757, 29.0240612 40.2103591, 29.0235937 40.2106685, 29.0231792 40.2108992, 29.0223958 40.2112915, 29.0219774 40.2114918, 29.0214382 40.2116971, 29.0206901 40.211975, 29.0193348 40.212402)"
